201710,1.58
201708,0
201712,15.61
201711,8.25
201702,4.8
201701,8.28
201703,11.63
201803,5.85
201612,11.81
201706,3.47
201804,2.85
201704,15.11
201802,12.35
201801,9.31
201709,0.16
201611,17.01
201707,1.68
201705,6.09
